date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:17	287388/287388	------	200	untouched ('OK')	text/html	etag:W/%224629c-o+RBs/MBhgCUnwiHA3i3V71QUP8%22	https://www.hulu.com/series/cleopatra-in-space-4135d875-ad4e-4ab3-bf12-3ccd007c9065	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/cleopatra-in-space-4135d875-ad4e-4ab3-bf12-3ccd007c9065.html	(from https://www.hulu.com/hub/kids)
19:28:17	259172/259172	------	200	untouched ('OK')	text/html	etag:W/%223f464-630WsOYBotqBFKSylZiIHXU6YpQ%22	https://www.hulu.com/movie/condorito-la-pelicula-c3e371a1-abd6-4ccb-9f05-648ace7f3408	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/movie/condorito-la-pelicula-c3e371a1-abd6-4ccb-9f05-648ace7f3408.html	(from https://www.hulu.com/hub/kids)
19:28:17	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.75f.delayed	(from https://www.hulu.com/hub/kids)
19:28:17	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.760.delayed	(from https://www.hulu.com/hub/kids)
19:28:18	347384/347384	------	200	untouched ('')	image/png	etag:%22f9e42b94ee5521a8aa16043d20388937%22	https://www.hulu.com/static/hitch/s3/attachments/cl1bf55ft86xv199ad2bp84cs-image-15.full.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/static/hitch/s3/attachments/cl1bf55ft86xv199ad2bp84cs-image-15.full.png	(from https://www.hulu.com/fx-on-hulu)
19:28:18	316066/316066	------	200	untouched ('OK')	text/html	etag:W/%224d2a2-menW2iWvX9XnMeoX3ko2Og2t3kw%22	https://www.hulu.com/series/welcome-to-wrexham-c6906d50-d06c-40d1-a57c-1885d9dc2fef	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/welcome-to-wrexham-c6906d50-d06c-40d1-a57c-1885d9dc2fef.html	(from https://www.hulu.com/fx-on-hulu)
19:28:18	333232/333232	------	200	untouched ('OK')	text/html	etag:W/%22515b0-K0SodNA9tssLZBiB1/uwck34qmA%22	https://www.hulu.com/series/breeders-392678cf-5232-481a-b963-781ffdba7bb1	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/breeders-392678cf-5232-481a-b963-781ffdba7bb1.html	(from https://www.hulu.com/fx-on-hulu)
19:28:18	329930/329930	------	200	untouched ('OK')	text/html	etag:W/%22508ca-gzXKVzzN13IlRVLVKyDNwK9Khe8%22	https://www.hulu.com/series/what-we-do-in-the-shadows-0b10c46a-12f0-4357-8a00-547057b49bac	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/what-we-do-in-the-shadows-0b10c46a-12f0-4357-8a00-547057b49bac.html	(from https://www.hulu.com/fx-on-hulu)
19:28:18	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.765.delayed	(from https://www.hulu.com/fx-on-hulu)
19:28:18	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.766.delayed	(from https://www.hulu.com/fx-on-hulu)
19:28:18	106679/106679	------	200	untouched ('OK')	text/html	etag:W/%221a0b7-tyhz+SlIOrw5qQWiTxw4KT+adOw%22	https://www.hulu.com/max-carousel?cnbl=true&preview=cmbj7d3v3hgj7y52	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/max-carouselaa4d.html	(from https://www.hulu.com/max)
19:28:18	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.768.delayed	(from https://www.hulu.com/max)
19:28:18	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.769.delayed	(from https://www.hulu.com/max)
19:28:18	142/142	------	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2029%20Nov%202023%2016:47:24%20GMT	https://www.hulu.com/live	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/live.76b.delayed	(from https://www.hulu.com/cinemax)
19:28:18	17903/17903	------	200	untouched ('')	image/png	etag:%22f95151a5addb3c3570b275140a78414c%22	https://www.hulu.com/static/hitch/s3/attachments/ckr5nlsyq0sz21u8bu94i2x72-cinemax-lockup-425x100-2x.full.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/static/hitch/s3/attachments/ckr5nlsyq0sz21u8bu94i2x72-cinemax-lockup-425x100-2x.full.png	(from https://www.hulu.com/cinemax)
19:28:18	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.76c.delayed	(from https://www.hulu.com/cinemax)
19:28:18	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.76d.delayed	(from https://www.hulu.com/cinemax)
19:28:19	7914/7914	------	200	untouched ('')	image/png	etag:%22cb00058124d6bf972fa917f80a6c7fd7%22	https://www.hulu.com/static/hitch/s3/attachments/ckmp4r06r01be1u4k6ca9p24o-ckml7gjrc7g6p184odi8zvwvz-showtime-on-hulu-full.full.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/static/hitch/s3/attachments/ckmp4r06r01be1u4k6ca9p24o-ckml7gjrc7g6p184odi8zvwvz-showtime-on-hulu-full.full.png	(from https://www.hulu.com/showtime)
19:28:19	110969/110969	------	200	untouched ('OK')	text/html	etag:W/%221b179-DycXh1VzrJFbK0DA7S7O2rW4HtM%22	https://www.hulu.com/showtime-carousel?cnbl=true&preview=cmdg6ekv3hgj7y7k	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/showtime-carouselaf42.html	(from https://www.hulu.com/showtime)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.770.delayed	(from https://www.hulu.com/showtime)
19:28:19	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.771.delayed	(from https://www.hulu.com/showtime)
19:28:19	76931/76931	------	200	untouched ('OK')	text/html	etag:W/%2212c83-HrG2fWA8o++hOo6pFIiPPFCfCkQ%22	https://www.hulu.com/start	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/start.html	(from https://www.hulu.com/starz)
19:28:19	106556/106556	------	200	untouched ('OK')	text/html	etag:W/%221a03c-SGnrKbVIyiQOwcAyO7UVxNEn3E0%22	https://www.hulu.com/starz-carousel?cnbl=true&preview=ckrk76ry9rx4r7pf	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/starz-carousel8ec4.html	(from https://www.hulu.com/starz)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.774.delayed	(from https://www.hulu.com/starz)
19:28:19	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.775.delayed	(from https://www.hulu.com/starz)
19:28:19	176135/176135	------	200	untouched ('OK')	text/html	etag:W/%222b007-+95qJ/+MuXAgckHrcxC8Avf/jg4%22	https://www.hulu.com/hulu-disney-espn-bundle-offer?tab=hulu	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/hulu-disney-espn-bundle-offerfb4d.html	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	156/156	------	301	error ('')	text/html		https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.777.delayed	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.778.delayed	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	1632/1632	------	200	untouched ('')	image/png	etag:%223e7e39823901543a52311ea4f14a1f9c%22	https://hulu-matchmaker.s3.us-west-2.amazonaws.com/Sign_Up_for_the_Bundle.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/hulu-matchmaker.s3.us-west-2.amazonaws.com/Sign_Up_for_the_Bundle.png	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	1085/1085	------	200	untouched ('')	image/png	etag:%224d6a71339089cdb6a8353d1463de2f83%22	https://hulu-matchmaker.s3.us-west-2.amazonaws.com/Activate.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/hulu-matchmaker.s3.us-west-2.amazonaws.com/Activate.png	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	665/665	------	200	untouched ('')	image/png	etag:%2252390708945ae401e9183ec7d888f112%22	https://hulu-matchmaker.s3.us-west-2.amazonaws.com/Download_and_Watch.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/hulu-matchmaker.s3.us-west-2.amazonaws.com/Download_and_Watch.png	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.77c.delayed	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.77d.delayed	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.77e.delayed	(from https://www.hulu.com/hulu-disney-espn-bundle-offer)
19:28:19	2479/2479	------	200	untouched ('OK')	image/svg+xml	etag:W/%229af-18b63e47b00%22	https://www.hulu.com/static/hitch/static/icons/arrow_down.svg	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/static/hitch/static/icons/arrow_down.svg	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	177856/177856	------	200	untouched ('OK')	text/html	etag:W/%222b6c0-w3+ptNCPI98ablkRpPY4/yk+Mgk%22	https://www.hulu.com/disney-bundle-hulu-no-ads?tab=hulu	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/disney-bundle-hulu-no-adsfb4d.html	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.781.delayed	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.782.delayed	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.783.delayed	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.784.delayed	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.785.delayed	(from https://www.hulu.com/disney-bundle-hulu-no-ads)
19:28:19	166726/166726	------	200	untouched ('OK')	text/html	etag:W/%2228b46-UMLwb7FS2qsh5HbRStHI692f72A%22	https://www.hulu.com/disney-bundle-duo-basic?tab=hulu	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/disney-bundle-duo-basicfb4d.html	(from https://www.hulu.com/disney-bundle-duo-basic)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.787.delayed	(from https://www.hulu.com/disney-bundle-duo-basic)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.788.delayed	(from https://www.hulu.com/disney-bundle-duo-basic)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/account/addons	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/addons.789.delayed	(from https://www.hulu.com/disney-bundle-duo-basic)
19:28:19	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.78a.delayed	(from https://www.hulu.com/disney-bundle-duo-basic)
19:28:19	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.78b.delayed	(from https://www.hulu.com/disney-bundle-duo-basic)
19:28:20	22968/22968	------	200	untouched ('')	image/png	etag:%220d71c320b14d1a75f4e33f94324969ae%22	https://www.hulu.com/static/hitch/s3/attachments/cl5n173p21t9p1v3c63z1cw9b-asset-1.full.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/static/hitch/s3/attachments/cl5n173p21t9p1v3c63z1cw9b-asset-1.full.png	(from https://www.hulu.com/student)
19:28:20	6898/6898	------	200	untouched ('')	image/png	date:Wed,%2023%20Sep%202020%2023:25:41%20GMT	http://assetshuluimcom-a.akamaihd.net/h3o/Hulu_SheerID_Branding.png	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/assetshuluimcom-a.akamaihd.net/h3o/Hulu_SheerID_Branding.png	(from https://www.hulu.com/student)
19:28:20	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.78d.delayed	(from https://www.hulu.com/student)
19:28:20	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.78e.delayed	(from https://www.hulu.com/student)
19:28:20	166/166	------	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Nov%202023%2016:47:43%20GMT	https://www.hulu.com/privacy	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/privacy.78f.delayed	(from https://www.hulu.com/do-not-sell-my-info)
19:28:20	166/166	------	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Nov%202023%2016:47:43%20GMT	https://www.hulu.com/account/privacy	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/privacy.790.delayed	(from https://www.hulu.com/do-not-sell-my-info)
19:28:20	0/-1	---M--	301	error ('')			https://www.hulu.com/account/privacy	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/account/privacy.791.delayed	(from https://www.hulu.com/do-not-sell-my-info)
19:28:20	0/-1	---M--	301	error ('')			https://www.hulu.com/privacy	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/privacy.792.delayed	(from https://www.hulu.com/do-not-sell-my-info)
19:28:20	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.793.delayed	(from https://www.hulu.com/do-not-sell-my-info)
19:28:20	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.794.delayed	(from https://www.hulu.com/do-not-sell-my-info)
19:28:20	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.795.delayed	(from https://www.hulu.com/your-us-state-privacy-rights)
19:28:20	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.796.delayed	(from https://www.hulu.com/your-us-state-privacy-rights)
19:28:20	401/401	------	200	untouched ('')	application/javascript	etag:W/%22191-18ad2fd76c8%22	https://www.hulu.com/static/hitch/_next/static/chunks/pages/SitemapPage-9c6aec6ca02eb41ee675.js	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/static/hitch/_next/static/chunks/pages/SitemapPage-9c6aec6ca02eb41ee675.js	(from https://www.hulu.com/sitemap)
19:28:20	214227/214227	------	200	untouched ('OK')	text/html	etag:W/%22344d3-F9p4iw6o9hOvHLsQvcGVaWuh9ms%22	https://www.hulu.com/sitemap/popular-shows	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/sitemap/popular-shows.html	(from https://www.hulu.com/sitemap)
19:28:20	303740/303740	------	200	untouched ('OK')	text/html	etag:W/%224a27c-FwobWirGLw1QvLMLvio3khvto5g%22	https://www.hulu.com/series/a-murder-at-the-end-of-the-world-aa1adbb2-bfd6-4d88-b709-5455bf953f9e?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/a-murder-at-the-end-of-the-world-aa1adbb2-bfd6-4d88-b709-5455bf953f9eebb0.html	(from https://www.hulu.com/sitemap)
19:28:20	569454/569454	------	200	untouched ('OK')	text/html	etag:W/%228b06e-ZRaA3IHyWpPrQGCbUBvVI/LI0ew%22	https://www.hulu.com/series/american-dad-977c8e25-cde0-41b7-80ce-e746f2d2093f?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/american-dad-977c8e25-cde0-41b7-80ce-e746f2d2093febb0.html	(from https://www.hulu.com/sitemap)
19:28:20	748061/748061	------	200	untouched ('OK')	text/html	etag:W/%22b6a1d-7ibGTXfh7Hi19ZRI9kMWH2nBeoQ%22	https://www.hulu.com/series/family-guy-3c3c0f8b-7366-4d15-88ab-18050285978e?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/family-guy-3c3c0f8b-7366-4d15-88ab-18050285978eebb0.html	(from https://www.hulu.com/sitemap)
19:28:20	279255/279255	------	200	untouched ('OK')	text/html	etag:W/%22442d7-tI/BNCvfPat6FHBC7CJAu5gwRsQ%22	https://www.hulu.com/series/kitchen-nightmares-2023-6207d4c3-1d6e-4983-a0e1-1edba048359b?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/kitchen-nightmares-2023-6207d4c3-1d6e-4983-a0e1-1edba048359bebb0.html	(from https://www.hulu.com/sitemap)
19:28:20	697670/697670	------	200	untouched ('OK')	text/html	etag:W/%22aa546-XAsXJX3ppgnL/0nnqvIECY4inkY%22	https://www.hulu.com/series/bobs-burgers-fdeb1018-4472-442f-ba94-fb087cdea069?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/bobs-burgers-fdeb1018-4472-442f-ba94-fb087cdea069ebb0.html	(from https://www.hulu.com/sitemap)
19:28:21	297285/297285	------	200	untouched ('OK')	text/html	etag:W/%2248945-3vvCqczi0ktIR++7FNJ/ophraXI%22	https://www.hulu.com/series/special-forces-worlds-toughest-test-1664fac7-0c95-47c6-85d1-2135ec2af1a9?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/special-forces-worlds-toughest-test-1664fac7-0c95-47c6-85d1-2135ec2af1a9ebb0.html	(from https://www.hulu.com/sitemap)
19:28:21	606894/606894	------	200	untouched ('OK')	text/html	etag:W/%22942ae-wN9GPKJmCx1KjjtJgIsDgBjt+ko%22	https://www.hulu.com/series/abc-2020-1ad6a7fd-8188-4c3d-b164-ba7640d3329a?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/abc-2020-1ad6a7fd-8188-4c3d-b164-ba7640d3329aebb0.html	(from https://www.hulu.com/sitemap)
19:28:21	306554/306554	------	200	untouched ('OK')	text/html	etag:W/%224ad7a-9wDI2qxVr7iLdAdVLomZWpCVzO0%22	https://www.hulu.com/series/general-hospital-b767a2da-2797-4cb4-99cb-86cf8f2bc54a?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/general-hospital-b767a2da-2797-4cb4-99cb-86cf8f2bc54aebb0.html	(from https://www.hulu.com/sitemap)
19:28:21	293918/293918	------	200	untouched ('OK')	text/html	etag:W/%2247c1e-fuWRkoBJhktD0cNuwV52jk/Bo04%22	https://www.hulu.com/series/power-book-iv-force-a757f88a-a105-481b-9804-e461c23a7306?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/power-book-iv-force-a757f88a-a105-481b-9804-e461c23a7306ebb0.html	(from https://www.hulu.com/sitemap)
19:28:21	347098/347098	------	200	untouched ('OK')	text/html	etag:W/%2254bda-efbIshTRlsvNRc1ejIlXd69LKtc%22	https://www.hulu.com/series/the-kardashians-7840bf30-f440-48d4-bf81-55d8cb24457a?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/the-kardashians-7840bf30-f440-48d4-bf81-55d8cb24457aebb0.html	(from https://www.hulu.com/sitemap)
19:28:21	443224/443224	------	200	untouched ('OK')	text/html	etag:W/%226c358-O6vKm4zEYiKB8ylGgzTD3i/f0JU%22	https://www.hulu.com/series/rick-and-morty-d76d6361-3fbf-4842-8dd7-e05520557280?lp_referrer=sitemappage	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/rick-and-morty-d76d6361-3fbf-4842-8dd7-e05520557280ebb0.html	(from https://www.hulu.com/sitemap)
19:28:24	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.832.delayed	(from https://www.hulu.com/sitemap)
19:28:24	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.833.delayed	(from https://www.hulu.com/sitemap)
19:28:24	0/-1	---M--	301	error ('')			https://www.hulu.com/signup/go/one-hulu?from=welcome&utm_source=welcome-masthead-text-link	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/signup/go/one-hulu.8347a42.delayed	(from https://www.hulu.com/welcome)
19:28:24	0/-1	---M--	301	error ('')			https://www.hulu.com/signup/go/live?utm_source=welcome&utm_medium=welcome-live-tv-cta	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/signup/go/live.835173b.delayed	(from https://www.hulu.com/welcome)
19:28:24	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.836.delayed	(from https://www.hulu.com/welcome)
19:28:24	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.837.delayed	(from https://www.hulu.com/welcome)
19:28:38	0/-1	---M--	302	error ('')			https://www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd.838.delayed	(from https://www.hulu.com/content?tab=featured)
19:28:38	0/-1	---M--	302	error ('')			https://www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd.839.delayed	(from https://www.hulu.com/content?tab=featured)
19:28:51	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.83a.delayed	(from https://www.hulu.com/content?tab=featured)
19:28:51	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.83b.delayed	(from https://www.hulu.com/content?tab=featured)
19:28:58	0/-1	---M--	302	error ('')			https://www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd.83c.delayed	(from https://www.hulu.com/content?tab=tv)
19:28:58	0/-1	---M--	302	error ('')			https://www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd.83d.delayed	(from https://www.hulu.com/content?tab=tv)
19:29:11	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.83e.delayed	(from https://www.hulu.com/content?tab=tv)
19:29:11	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.83f.delayed	(from https://www.hulu.com/content?tab=tv)
19:29:18	0/-1	---M--	302	error ('')			https://www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd.840.delayed	(from https://www.hulu.com/content?tab=movies)
19:29:18	0/-1	---M--	302	error ('')			https://www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/series/mr-pickles-fff0cc65-123d-48ff-a57f-2bcaf1a6a4fd.841.delayed	(from https://www.hulu.com/content?tab=movies)
19:29:30	0/-1	---M--	301	error ('')			https://www.hulu.com/press	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/press.842.delayed	(from https://www.hulu.com/content?tab=movies)
19:29:30	0/-1	---M--	302	error ('')			https://www.hulu.com/jobs	C:/My%20Web%20Sites/HULU%20WEBSITE%20CLONE/www.hulu.com/jobs.843.delayed	(from https://www.hulu.com/content?tab=movies)
